Day,Price,Open,High,Low,close,adjusted_close,volume,Change %,RSI,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,WMA,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,MOM,WILLR,ADX,CCI,Aroon Up,Aroon Down
1047,"2,666.94","2,651.65","2,676.48","2,647.16",2666.9399,2666.9399,3665720000,1.04%,49.1873,2652.452,2663.8859,-4.8063,1.8704,-6.6766,26.1996,37.8774,2661.9783,2716.5501,2588.3539,2652.452,1.44E+12,9.67E+11,61.9399,-30.8816,23.6481,28.9487,70,10
1048,"2,669.91","2,675.47","2,677.35","2,659.01",2669.9099,2669.9099,3219030000,0.11%,49.5214,2653.904,2664.4596,-3.8309,2.2766,-6.1075,39.8152,59.0591,2663.641,2718.2022,2589.6057,2653.904,1.44E+12,9.70E+11,29.0398,-29.0672,23.4781,38.7602,65,5
1049,"2,648.05","2,675.05","2,682.92","2,648.04",2648.05,2648.05,3734530000,-0.82%,47.121,2657.2125,2662.8968,-4.7668,1.0725,-5.8393,54.2509,65.8163,2663.0835,2712.5283,2601.8967,2657.2125,1.44E+12,9.66E+11,66.1702,-48.2624,23.4347,6.3924,60,0
1050,"2,654.80","2,643.64","2,655.27","2,625.41",2654.8,2654.8,3559850000,0.25%,47.9412,2659.23,2662.1257,-4.9073,0.7456,-5.6529,62.8124,63.5619,2662.8537,2710.989,2607.471,2659.23,1.44E+12,9.70E+11,40.3501,-43.571,23.6275,-50.9758,55,5
1051,"2,635.67","2,654.24","2,660.87","2,631.70",2635.6699,2635.6699,4010770000,-0.72%,45.8209,2658.779,2659.6061,-6.4875,-0.6677,-5.8199,57.3245,42.5952,2660.6099,2711.19,2606.368,2658.779,1.44E+12,9.66E+11,-9.02,-62.3534,23.7119,-66.7634,50,0
1052,"2,629.73","2,628.08","2,637.14","2,594.62",2629.73,2629.73,3851470000,-0.23%,45.1679,2657.1235,2656.7607,-8.1255,-1.8445,-6.281,48.4584,39.2182,2657.8434,2710.9883,2603.2586,2657.1235,1.44E+12,9.62E+11,-33.1101,-66.8801,24.1563,-127.3028,45,5
1053,"2,663.42","2,621.45","2,670.93","2,615.32",2663.4199,2663.4199,3327220000,1.28%,49.467,2660.071,2657.3949,-6.6287,-0.2782,-6.3505,42.3379,45.2002,2658.443,2708.2386,2611.9033,2660.071,1.45E+12,9.65E+11,58.95,-44.006,24.0113,-38.3538,40,0
1054,"2,672.63","2,669.36","2,683.35","2,664.70",2672.6299,2672.6299,3237960000,0.35%,50.5819,2663.0445,2658.8459,-4.6458,1.3638,-6.0096,50.9909,68.5543,2659.6391,2706.3593,2619.7297,2663.0445,1.45E+12,9.68E+11,59.47,-36.5103,23.6792,42.2252,35,90
1055,"2,671.92","2,670.26","2,676.34","2,655.20",2671.9199,2671.9199,3717570000,-0.03%,50.4915,2663.797,2660.091,-3.0959,2.331,-5.4268,66.0288,84.3321,2660.4844,2707.1794,2620.4145,2663.797,1.45E+12,9.65E+11,15.0498,-37.0881,23.4677,17.2146,30,85
1056,"2,697.79","2,678.12","2,701.27","2,674.14",2697.79,2697.79,3909500000,0.97%,53.6675,2666.577,2663.6814,0.2174,4.5154,-4.298,81.1591,90.5911,2663.7218,2711.1735,2621.9804,2666.577,1.45E+12,9.69E+11,55.6001,-16.0332,22.8788,97.9964,25,80
1057,"2,723.07","2,705.02","2,726.11","2,704.54",2723.0701,2723.0701,3333050000,0.94%,56.5356,2669.531,2669.3375,4.8275,7.3004,-2.4729,89.5423,93.7037,2669.1021,2720.4319,2618.63,2669.531,1.45E+12,9.72E+11,59.0801,-2.312,21.9632,168.5222,100,75
1058,"2,727.72","2,722.70","2,732.86","2,717.45",2727.72,2727.72,2862700000,0.17%,57.0504,2673.102,2674.8977,8.7553,8.9825,-0.2272,93.3621,95.7914,2674.6439,2729.5119,2616.6921,2673.102,1.45E+12,9.75E+11,71.4199,-3.7183,20.9997,163.4677,100,70
1059,"2,730.13","2,733.37","2,742.10","2,725.47",2730.1299,2730.1299,2972660000,0.09%,57.3261,2675.7165,2680.1579,11.9251,9.7219,2.2032,93.9276,92.2875,2680.0752,2737.3661,2614.0668,2675.7165,1.45E+12,9.78E+11,52.2898,-8.1165,19.9551,152.8945,100,65
1060,"2,711.45","2,718.59","2,718.59","2,701.91",2711.45,2711.45,3290680000,-0.68%,54.4728,2675.9695,2683.1381,12.7825,8.4634,4.3191,88.7493,78.1688,2683.4783,2738.1597,2613.7792,2675.9695,1.45E+12,9.75E+11,5.0601,-20.7826,19.2788,92.8979,95,60
1061,"2,722.46","2,712.62","2,727.76","2,712.17",2722.46,2722.46,3202670000,0.41%,55.8366,2676.6605,2686.883,14.1869,7.8943,6.2926,78.1807,64.0857,2687.906,2740.5707,2612.7502,2676.6605,1.45E+12,9.78E+11,13.8201,-13.3172,18.5019,114.6674,90,55
1062,"2,720.13","2,719.71","2,731.96","2,711.36",2720.1299,2720.1299,3475400000,-0.09%,55.4665,2678.0105,2690.0494,14.9397,6.9176,8.022,64.2367,50.4554,2692.046,2744.3498,2611.6712,2678.0105,1.45E+12,9.74E+11,27,-14.8971,17.7013,104.6276,85,50
1063,"2,712.97","2,717.35","2,719.50","2,709.18",2712.97,2712.97,3368690000,-0.26%,54.3021,2680.152,2692.2323,14.788,5.4128,9.3752,51.9566,41.3286,2695.3754,2748.0828,2612.2211,2680.152,1.45E+12,9.71E+11,42.8301,-19.7519,16.9727,77.0505,80,45
1064,"2,733.01","2,725.95","2,739.19","2,725.70",2733.01,2733.01,3019890000,0.74%,56.9637,2683.288,2696.1159,16.0993,5.3793,10.72,47.9587,52.0922,2700.4095,2754.8045,2611.7715,2683.288,1.45E+12,9.74E+11,62.72,-6.1636,16.2692,102.5447,75,40
1065,"2,724.44","2,738.34","2,742.24","2,721.88",2724.4399,2724.4399,3366310000,-0.31%,55.5084,2687.782,2698.8134,16.2596,4.4316,11.8279,48.5959,52.3669,2704.3288,2757.7651,2617.7988,2687.782,1.45E+12,9.71E+11,89.8799,-12.058,15.5401,86.3093,100,35
1066,"2,733.29","2,713.98","2,733.33","2,709.54",2733.29,2733.29,3326290000,0.32%,56.7106,2692.4765,2702.0969,16.9058,4.0623,12.8435,57.3208,67.5032,2708.6629,2761.4367,2623.5162,2692.4765,1.45E+12,9.74E+11,93.8901,-6.0628,14.8749,71.3855,95,30
1067,"2,727.76","2,730.94","2,731.97","2,707.38",2727.76,2727.76,3256030000,-0.20%,55.7203,2695.5175,2704.541,16.7783,3.1478,13.6305,59.6844,59.1831,2712.0232,2765.0667,2625.9683,2695.5175,1.46E+12,9.71E+11,60.8201,-9.809,14.2774,59.3305,90,25
1068,"2,721.33","2,723.60","2,727.36","2,714.99",2721.3301,2721.3301,2995260000,-0.24%,54.5543,2698.0885,2706.14,15.9743,1.8751,14.0992,61.2741,57.1362,2714.4816,2767.4625,2628.7144,2698.0885,1.46E+12,9.68E+11,51.4202,-14.1647,13.7098,52.1848,85,20
1069,"2,689.86","2,705.11","2,710.67","2,676.81",2689.8601,2689.8601,3736890000,-1.16%,49.2452,2700.179,2704.5895,12.6519,-1.1579,13.8098,51.9314,39.4751,2713.6979,2765.8147,2634.5432,2700.179,1.46E+12,9.64E+11,41.8101,-35.4829,13.7601,-12.0501,80,15
1070,"2,724.01","2,702.43","2,729.34","2,702.43",2724.01,2724.01,3561050000,1.27%,54.3228,2703.6395,2706.4391,12.6289,-0.9447,13.5736,48.1452,47.8243,2715.9675,2766.583,2640.696,2703.6395,1.46E+12,9.67E+11,69.21,-12.3493,13.4704,41.696,75,10
1071,"2,705.27","2,720.98","2,722.50","2,700.68",2705.27,2705.27,4235370000,-0.69%,51.3551,2707.1195,2706.3278,10.9721,-2.0812,13.0533,46.3276,51.6835,2716.1228,2761.8004,2652.4386,2707.1195,1.45E+12,9.63E+11,69.6001,-25.044,13.2217,13.1377,70,5
1072,"2,734.62","2,718.70","2,736.93","2,718.70",2734.6201,2734.6201,3684130000,1.08%,55.3743,2712.364,2709.0223,11.8902,-0.9304,12.8207,58.8652,77.0878,2718.7419,2755.1824,2669.5456,2712.364,1.46E+12,9.67E+11,104.8901,-6.0037,12.7266,73.9634,65,0
1073,"2,746.87","2,741.67","2,749.16","2,740.54",2746.8701,2746.8701,3376510000,0.45%,56.9375,2716.5365,2712.6268,13.4513,0.5045,12.9468,70.1003,81.5295,2722.0282,2755.5596,2677.5134,2716.5365,1.46E+12,9.70E+11,83.4502,-2.437,12.1352,137.7958,100,0
1074,"2,748.80","2,748.46","2,752.61","2,739.51",2748.8,2748.8,3517790000,0.07%,57.1862,2720.345,2716.0719,14.675,1.3826,13.2925,84.612,95.2187,2725.1009,2756.2256,2684.4645,2720.345,1.46E+12,9.74E+11,76.1702,-3.9114,11.6327,146.0444,100,5
1075,"2,772.35","2,753.25","2,772.39","2,748.46",2772.3501,2772.3501,3651640000,0.86%,60.143,2725.3665,2721.4317,17.3452,3.2422,14.103,91.0764,96.4809,2730.0538,2760.8413,2689.8917,2725.3665,1.46E+12,9.77E+11,100.4302,-0.0405,11.4853,225.7371,100,0
1076,"2,770.37","2,774.84","2,779.90","2,760.16",2770.3701,2770.3701,3711330000,-0.07%,59.7776,2728.9955,2726.0925,19.0816,3.9829,15.0987,94.6817,92.3454,2734.3399,2767.1892,2690.8019,2728.9955,1.46E+12,9.74E+11,72.5801,-9.2442,11.4651,216.3311,100,0
1077,"2,779.03","2,765.84","2,779.39","2,763.59",2779.03,2779.03,3123210000,0.31%,60.8719,2731.7935,2731.1342,20.9154,4.6533,16.2621,94.2998,94.0731,2739.105,2775.624,2687.9631,2731.7935,1.47E+12,9.77E+11,55.96,-0.8438,11.4459,189.4102,95,60
1078,"2,782.00","2,780.18","2,790.21","2,780.17",2782,2782,3232330000,0.11%,61.2525,2734.5075,2735.9785,22.3507,4.8709,17.4798,91.7041,88.6938,2743.8866,2783.4203,2685.5947,2734.5075,1.47E+12,9.80E+11,54.28,-7.2398,11.6064,182.7888,100,55
1079,"2,786.85","2,785.60","2,789.80","2,778.78",2786.8501,2786.8501,3401010000,0.17%,61.8897,2737.3435,2740.8235,23.6074,4.9021,18.7053,91.3229,91.2018,2748.8716,2791.2361,2683.451,2737.3435,1.47E+12,9.84E+11,56.7202,-2.9628,11.7279,149.9415,95,50
1080,"2,775.63","2,787.94","2,791.47","2,774.65",2775.6299,2775.6299,3779230000,-0.40%,59.5067,2740.5525,2744.1384,23.4279,3.7781,19.6498,84.9839,75.056,2752.5179,2795.5279,2685.5772,2740.5525,1.46E+12,9.80E+11,64.1799,-13.8148,11.7485,116.5131,100,45
1081,"2,782.49","2,783.21","2,789.06","2,776.52",2782.49,2782.49,3526890000,0.25%,60.4859,2743.554,2747.7909,23.5675,3.1342,20.4334,78.6584,69.7173,2756.512,2800.7601,2686.3479,2743.554,1.46E+12,9.83E+11,60.03,-7.8318,11.768,106.7308,95,40
1082,"2,779.66","2,777.78","2,782.81","2,761.73",2779.6599,2779.6599,5428790000,-0.10%,59.8574,2746.5305,2750.826,23.1826,2.1994,20.9832,67.9787,59.1628,2759.9506,2804.7378,2688.3233,2746.5305,1.47E+12,9.78E+11,59.53,-10.3001,11.4395,76.8126,90,35
1083,"2,773.75","2,765.79","2,774.99","2,757.12",2773.75,2773.75,3287150000,-0.21%,58.5206,2749.5695,2753.0093,22.1454,0.9297,21.2157,62.5703,58.8309,2762.543,2806.789,2692.3501,2749.5695,1.47E+12,9.75E+11,60.78,-15.4544,11.0228,54.5005,85,30
1084,"2,762.59","2,752.01","2,765.05","2,743.19",2762.5901,2762.5901,3661470000,-0.40%,56.0333,2751.0485,2753.9217,20.1901,-0.8204,21.0105,55.874,49.6283,2763.783,2808.008,2694.0891,2751.0485,1.47E+12,9.71E+11,29.5801,-25.1874,10.6234,20.7923,80,25
1085,"2,767.32","2,769.73","2,774.86","2,763.91",2767.3201,2767.3201,3327600000,0.17%,56.8515,2753.1925,2755.1978,18.8055,-1.7641,20.5695,51.8421,47.067,2765.3327,2809.2045,2697.1806,2753.1925,1.47E+12,9.74E+11,42.8801,-21.0622,10.1582,47.3011,75,20
1086,"2,749.76","2,769.28","2,769.28","2,744.39",2749.76,2749.76,3300060000,-0.63%,52.9972,2754.016,2754.6799,16.1055,-3.5712,19.6767,44.384,36.4568,2765.0058,2809.3131,2698.719,2754.016,1.47E+12,9.71E+11,16.47,-36.3771,9.9964,5.4565,70,15
1087,"2,754.88","2,760.79","2,764.17","2,752.68",2754.8799,2754.8799,5450550000,0.19%,53.9553,2755.372,2754.6989,14.215,-4.3693,18.5844,39.6134,35.3163,2765.0881,2809.3413,2701.4028,2755.372,1.47E+12,9.76E+11,27.1199,-31.9118,9.8426,9.0712,65,10
1088,"2,717.07","2,742.94","2,742.94","2,698.67",2717.0701,2717.0701,3655080000,-1.37%,46.5755,2755.159,2751.1152,9.5557,-7.2229,16.7787,32.5348,25.8312,2761.4403,2809.6947,2700.6234,2755.159,1.47E+12,9.73E+11,-4.26,-64.8875,10.6254,-106.5418,60,5
1089,"2,723.06","2,722.12","2,732.91","2,715.60",2723.0601,2723.0601,3555090000,0.22%,47.7669,2756.819,2748.4433,6.2742,-8.4035,14.6778,30.7073,30.9744,2758.3832,2804.9479,2708.6901,2756.819,1.47E+12,9.76E+11,33.2,-73.7175,11.369,-107.6409,55,0
1090,"2,699.63","2,728.45","2,746.09","2,699.38",2699.6299,2699.6299,3776090000,-0.86%,43.7498,2755.6,2743.7944,1.7627,-10.3321,12.0948,25.3265,19.174,2752.9366,2808.0336,2703.1664,2755.6,1.46E+12,9.72E+11,-24.3801,-98.9656,12.3075,-135.318,50,90
1091,"2,716.31","2,698.69","2,724.34","2,691.99",2716.3101,2716.3101,3428140000,0.62%,47.0846,2756.152,2741.1769,-0.4615,-10.045,9.5835,24.1678,22.3551,2749.1947,2806.6513,2705.6527,2756.152,1.46E+12,9.76E+11,11.04,-75.5528,13.3004,-150.0282,45,100
1092,"2,718.37","2,727.13","2,743.26","2,718.03",2718.3701,2718.3701,3565620000,0.08%,47.4893,2755.3395,2739.0048,-2.0345,-9.2944,7.2599,23.1558,27.9383,2745.5964,2807.6875,2702.9916,2755.3395,1.46E+12,9.79E+11,-16.25,-73.482,13.7646,-95.9357,40,95
1093,"2,726.71","2,704.95","2,727.26","2,698.95",2726.71,2726.71,3073650000,0.31%,49.1467,2754.3315,2737.8338,-2.5784,-7.8707,5.2922,33.057,48.8775,2742.8698,2808.0514,2700.6116,2754.3315,1.46E+12,9.83E+11,-20.1602,-65.0985,14.4821,-111.3869,35,90
1094,"2,713.22","2,733.27","2,736.58","2,711.16",2713.22,2713.22,1911470000,-0.49%,46.6401,2752.5525,2735.4897,-4.0513,-7.4748,3.4235,42.5143,50.727,2738.9544,2809.166,2695.9391,2752.5525,1.46E+12,9.81E+11,-35.5801,-78.659,14.9368,-91.8444,30,85
1095,"2,736.61","2,724.19","2,737.83","2,716.02",2736.6101,2736.6101,2953420000,0.86%,51.1842,2750.7655,2735.5964,-3.2932,-5.3734,2.0802,54.3625,63.483,2737.4361,2807.0216,2694.5094,2750.7655,1.46E+12,9.84E+11,-35.74,-55.1466,15.3379,-57.0176,25,80
1096,"2,759.82","2,737.68","2,764.41","2,733.52",2759.8201,2759.8201,2554780000,0.85%,55.1717,2750.238,2737.9034,-0.8103,-2.3124,1.5021,62.4322,73.0867,2738.2984,2805.9441,2694.5319,2750.238,1.47E+12,9.86E+11,-10.55,-31.8153,15.1027,6.7114,20,75
1097,"2,784.17","2,768.51","2,784.65","2,768.51",2784.1699,2784.1699,3050040000,0.88%,58.881,2750.495,2742.3097,3.0867,1.2677,1.819,76.5741,93.1526,2741.5301,2806.7745,2694.2155,2750.495,1.47E+12,9.89E+11,5.1399,-7.3382,14.4676,81.6126,15,70
1098,"2,793.84","2,788.56","2,795.58","2,786.24",2793.8401,2793.8401,3063850000,0.35%,60.2557,2751.087,2747.2174,6.8762,4.0457,2.8304,87.6761,96.789,2745.6582,2808.9077,2693.2664,2751.087,1.47E+12,9.92E+11,11.8401,-1.6797,13.8319,112.5307,100,65
1099,"2,774.02","2,779.82","2,785.91","2,770.77",2774.02,2774.02,2964740000,-0.71%,56.2018,2750.4455,2749.77,8.1857,4.2842,3.9015,93.345,90.0932,2747.8423,2806.9341,2693.9569,2750.4455,1.47E+12,9.89E+11,-12.8301,-20.8129,13.3426,73.5406,95,60
1100,"2,798.29","2,783.14","2,799.22","2,781.53",2798.29,2798.29,2821690000,0.87%,59.6969,2751.5785,2754.391,11.0544,5.7223,5.3321,92.2301,89.8081,2752.3989,2810.8811,2692.2759,2751.5785,1.47E+12,9.92E+11,22.6602,-0.8672,12.7285,114.2599,100,55
1101,"2,801.31","2,796.93","2,804.53","2,791.69",2801.3101,2801.3101,2614000000,0.11%,60.1138,2752.5195,2758.8595,13.417,6.4679,6.9491,89.0737,87.3197,2757.1352,2814.2998,2690.7393,2752.5195,1.47E+12,9.95E+11,18.8201,-2.8612,12.245,125.4274,100,50
1102,"2,798.43","2,801.43","2,803.71","2,793.39",2798.4299,2798.4299,2812230000,-0.10%,59.496,2753.458,2762.6281,14.8853,6.349,8.5363,89.1525,90.3297,2761.5076,2817.3917,2689.5244,2753.458,1.47E+12,9.92E+11,18.77,-5.4204,11.7856,114.0102,95,45
1103,"2,809.55","2,789.34","2,814.19","2,789.24",2809.55,2809.55,3050730000,0.40%,61.12,2755.248,2767.0968,16.7531,6.5735,10.1797,88.2963,87.2395,2766.8497,2823.2304,2687.2656,2755.248,1.48E+12,9.95E+11,35.8,-3.797,11.601,118.9663,100,40
1104,"2,815.62","2,811.35","2,816.76","2,805.89",2815.6201,2815.6201,3089780000,0.22%,61.9955,2757.8995,2771.7181,18.5098,6.6641,11.8457,88.9685,89.3364,2772.5995,2830.7806,2685.0184,2757.8995,1.48E+12,9.98E+11,53.03,-0.9136,11.4748,120.2547,100,35
1105,"2,804.49","2,809.37","2,812.05","2,799.77",2804.49,2804.49,3266700000,-0.40%,59.4131,2759.758,2774.8392,18.7874,5.5533,13.234,85.6911,80.4975,2777.0366,2835.3505,2684.1655,2759.758,1.48E+12,9.95E+11,37.1699,-9.8341,11.2125,94.0607,95,30
1106,"2,801.83","2,804.55","2,809.70","2,800.01",2801.8301,2801.8301,3230210000,-0.09%,58.797,2762.3615,2777.4098,18.5785,4.2756,14.3029,78.6033,65.9758,2781.0435,2839.9575,2684.7656,2762.3615,1.47E+12,9.92E+11,52.0701,-11.966,10.9633,80.8682,90,25
1107,"2,806.98","2,799.17","2,808.61","2,795.14",2806.98,2806.98,2907430000,0.18%,59.6498,2764.9665,2780.226,18.614,3.4488,15.1651,67.2272,55.2084,2785.2929,2844.8474,2685.0856,2764.9665,1.48E+12,9.94E+11,52.1001,-7.8384,10.6071,72.4872,85,20
1108,"2,820.40","2,820.68","2,829.99","2,811.12",2820.3999,2820.3999,3417530000,0.48%,61.8175,2770.133,2784.0521,19.5002,3.468,16.0321,60.6939,60.8976,2790.5723,2850.3199,2689.9461,2770.133,1.48E+12,9.98E+11,103.3298,-6.9493,10.7215,95.5235,100,15
1109,"2,846.07","2,817.73","2,848.03","2,817.73",2846.0701,2846.0701,3553010000,0.91%,65.5446,2776.2835,2789.9586,22.02,4.7903,17.2297,64.6174,77.7461,2797.8044,2859.8822,2692.6848,2776.2835,1.48E+12,1.00E+12,123.01,-1.2561,11.1664,118.1339,100,10
1110,"2,837.44","2,835.49","2,845.57","2,835.26",2837.4399,2837.4399,3653330000,-0.30%,63.356,2783.174,2794.4806,23.0549,4.6601,18.3948,73.8538,82.9178,2803.6288,2862.9969,2703.3511,2783.174,1.48E+12,9.98E+11,137.8101,-6.7868,11.5891,116.0183,95,5
1111,"2,818.82","2,842.35","2,843.17","2,808.34",2818.8201,2818.8201,3415710000,-0.66%,58.8902,2788.2995,2796.7986,22.1176,2.9783,19.1393,78.1151,73.6813,2807.0236,2863.3101,2713.289,2788.2995,1.48E+12,9.94E+11,102.51,-19.5935,11.3136,80.3959,90,0
1112,"2,802.60","2,819.00","2,821.74","2,798.11",2802.6001,2802.6001,3245770000,-0.58%,55.315,2792.511,2797.3512,19.8373,0.5584,19.2789,67.0601,44.5813,2808.3856,2860.4706,2724.5514,2792.511,1.47E+12,9.91E+11,84.23,-30.4735,10.8221,41.3846,85,5
1113,"2,816.29","2,809.73","2,824.46","2,808.06",2816.29,2816.29,3892100000,0.49%,57.6018,2796.99,2799.1549,18.9168,-0.2897,19.2065,49.4414,30.0617,2810.6503,2858.5156,2735.4645,2796.99,1.47E+12,9.95E+11,89.5801,-23.1899,10.4143,60.437,80,0
1114,"2,813.36","2,821.17","2,825.83","2,805.85",2813.3601,2813.3601,3496990000,-0.10%,56.9453,2801.997,2800.5077,17.7462,-1.1682,18.9144,33.4971,25.8483,2812.2093,2850.3212,2753.6728,2801.997,1.47E+12,9.92E+11,100.1401,-26.2631,9.9747,52.7639,75,0
1115,"2,827.22","2,800.48","2,829.91","2,796.34",2827.22,2827.22,3467380000,0.49%,59.2576,2806.5275,2803.0518,17.7325,-0.9455,18.6781,33.5801,44.8304,2814.6115,2845.5823,2767.4728,2806.5275,1.48E+12,9.95E+11,90.6099,-18.1731,9.618,58.8303,70,0
1116,"2,840.35","2,829.62","2,840.38","2,827.37",2840.3501,2840.3501,3030390000,0.46%,61.3287,2810.554,2806.604,18.5672,-0.0887,18.6559,45.5602,66.0018,2817.8327,2845.9504,2775.1577,2810.554,1.48E+12,9.98E+11,80.53,-9.9352,9.2441,131.3498,65,0
1117,"2,850.40","2,840.29","2,853.29","2,835.98",2850.3999,2850.3999,2874540000,0.35%,62.8503,2813.8655,2810.775,19.8112,0.9242,18.8869,65.9216,86.9327,2821.6275,2851.1127,2776.6184,2813.8655,1.48E+12,1.00E+12,66.23,-3.5023,9.1784,161.5226,100,0
1118,"2,858.45","2,855.92","2,863.43","2,855.92",2858.45,2858.45,3162770000,0.28%,64.0431,2817.096,2815.3155,21.2022,1.8522,19.35,82.9153,95.8115,2825.8737,2857.8754,2776.3167,2817.096,1.48E+12,1.00E+12,64.6099,-5.3745,9.3305,187.6164,100,5
1119,"2,857.70","2,856.79","2,862.44","2,853.09",2857.7,2857.7,2972200000,-0.03%,63.8421,2821.28,2819.3521,21.9906,2.1125,19.8781,91.9105,92.9872,2829.7407,2860.6699,2781.8902,2821.28,1.48E+12,1.00E+12,83.6799,-6.9963,9.3992,156.4089,95,0
1120,"2,853.58","2,857.19","2,862.48","2,851.98",2853.5801,2853.5801,3047050000,-0.14%,62.7039,2824.0445,2822.6119,22.029,1.7207,20.3083,91.4575,85.5737,2832.8169,2864.3427,2783.7464,2824.0445,1.48E+12,9.98E+11,55.29,-13.2765,9.4338,128.1025,90,0
1121,"2,833.28","2,839.64","2,842.20","2,825.81",2833.28,2833.28,3256040000,-0.71%,57.3967,2825.643,2823.6279,20.1887,-0.0957,20.2844,79.9648,61.3335,2833.6965,2864.7251,2786.5609,2825.643,1.48E+12,9.95E+11,31.97,-40.6388,9.1236,35.8383,85,10
1122,"2,821.93","2,835.46","2,843.40","2,819.88",2821.9299,2821.9299,3158450000,-0.40%,54.6731,2826.818,2823.4662,17.6114,-2.1384,19.7498,59.7744,32.4162,2833.3429,2863.9197,2789.7164,2826.818,1.48E+12,9.92E+11,23.5,-55.9375,8.9647,9.0796,80,5
1123,"2,839.96","2,827.88","2,843.11","2,826.58",2839.96,2839.96,2976970000,0.64%,58.0052,2828.3385,2825.037,16.8297,-2.336,19.1658,39.2165,23.9,2834.5945,2864.9744,2791.7026,2828.3385,1.48E+12,9.95E+11,30.4099,-34.3681,8.8138,38.0083,75,0
1124,"2,818.37","2,827.95","2,827.95","2,802.49",2818.3701,2818.3701,3645070000,-0.76%,53.0863,2828.476,2824.4021,14.3032,-3.89,18.1933,27.4737,26.105,2833.6451,2864.9402,2792.0118,2828.476,1.48E+12,9.91E+11,2.75,-65.983,9.1976,-52.0516,70,15
1125,"2,840.69","2,831.44","2,850.49","2,831.44",2840.6899,2840.6899,3219880000,0.79%,57.0498,2830.286,2825.9533,13.9413,-3.4016,17.3429,33.6895,51.0636,2834.8083,2865.3759,2795.1961,2830.286,1.48E+12,9.94E+11,36.2,-33.2991,8.983,50.7294,65,10
1126,"2,850.13","2,838.32","2,855.63","2,833.73",2850.1299,2850.1299,3024100000,0.33%,58.6068,2832.701,2828.2559,14.2519,-2.4728,16.7247,47.4678,65.2348,2836.6982,2866.2388,2799.1632,2832.701,1.48E+12,9.97E+11,48.2998,-19.4758,8.6569,69.988,60,5
1127,"2,857.05","2,853.93","2,859.76","2,850.62",2857.05,2857.05,2748020000,0.24%,59.7331,2835.2045,2830.9982,14.8849,-1.4719,16.3567,68.1552,88.1671,2839.0172,2868.1586,2802.2504,2835.2045,1.48E+12,1.00E+12,50.0701,-9.5095,8.2481,107.3828,55,0
1128,"2,862.96","2,861.51","2,873.23","2,861.32",2862.96,2862.96,3147140000,0.21%,60.6946,2837.3325,2834.0421,15.6826,-0.5393,16.2219,81.1784,90.1334,2841.6606,2871.6559,2803.0091,2837.3325,1.48E+12,1.00E+12,42.5601,-13.3568,8.1244,141.0874,100,35
1129,"2,861.82","2,860.99","2,867.54","2,856.05",2861.8201,2861.8201,2689560000,-0.04%,60.4018,2838.12,2836.6877,16.0379,-0.1472,16.1851,87.5943,84.4824,2843.9927,2873.901,2802.3391,2838.12,1.48E+12,1.00E+12,15.75,-14.8393,7.8748,106.0328,95,30
1130,"2,856.98","2,860.29","2,868.78","2,854.03",2856.98,2856.98,2713910000,-0.17%,59.1268,2839.097,2838.6203,15.7475,-0.3501,16.0976,82.3208,72.3466,2845.7889,2875.8054,2802.3886,2839.097,1.48E+12,9.98E+11,19.54,-21.1341,7.5862,87.1172,90,25
1131,"2,874.69","2,862.35","2,876.16","2,862.35",2874.6899,2874.6899,2596190000,0.62%,62.2,2841.8905,2842.0555,16.7532,0.5245,16.2287,77.3655,75.2674,2849.1787,2880.4577,2803.3233,2841.8905,1.48E+12,1.00E+12,55.8699,-1.8416,7.493,118.9268,100,20
1132,"2,896.74","2,884.69","2,898.25","2,884.69",2896.74,2896.74,2854080000,0.77%,65.5907,2846.5975,2847.2635,19.1092,2.3044,16.8048,76.948,83.2301,2854.4025,2887.7284,2805.4666,2846.5975,1.48E+12,1.00E+12,94.1399,-1.4817,7.8964,185.5363,100,15
1133,"2,897.52","2,901.45","2,903.77","2,893.50",2897.52,2897.52,2683190000,0.03%,65.7052,2850.659,2852.0498,20.7996,3.1958,17.6038,83.7508,92.7548,2859.2522,2894.9386,2806.3794,2850.659,1.48E+12,1.01E+12,81.23,-5.8177,8.3924,178.7719,100,10
1134,"2,914.04","2,900.62","2,916.50","2,898.40",2914.04,2914.04,2791860000,0.57%,68.0746,2855.693,2857.9537,23.2047,4.4808,18.724,89.7819,93.3607,2865.2885,2904.5244,2806.8616,2855.693,1.48E+12,1.01E+12,100.6799,-2.0472,9.1139,194.9489,100,5
1135,"2,901.13","2,908.94","2,912.46","2,895.22",2901.1299,2901.1299,2802180000,-0.44%,64.4137,2859.3885,2862.0657,23.7948,4.0567,19.7381,90.3843,85.0375,2869.6158,2910.1885,2808.5885,2859.3885,1.48E+12,1.01E+12,73.9099,-13.4814,9.7025,152.7247,95,0
1136,"2,901.52","2,898.37","2,906.32","2,891.73",2901.52,2901.52,2880260000,0.01%,64.4745,2862.447,2865.8233,24.017,3.4231,20.5939,83.9756,73.5286,2873.6284,2915.6047,2809.2892,2862.447,1.48E+12,1.01E+12,61.1699,-13.1392,10.1536,122.0342,90,40
