Day,Price,Open,High,Low,close,adjusted_close,volume,Change %,RSI,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,WMA,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,MOM,WILLR,ADX,CCI,Aroon Up,Aroon Down
338,"2,076.78","2,078.03","2,085.06","2,071.02",2076.78,2076.78,2996540000,-0.03%,44.7827,2095.36,2094.3108,-7.3759,-3.916,-3.46,17.7437,28.0336,2093.3287,2132.1973,2058.5227,2095.36,1.12E+12,8.06E+11,-19.0601,-72.1823,17.4013,-84.893,60,90
339,"2,068.76","2,073.95","2,078.61","2,058.40",2068.76,2068.76,3486360000,-0.39%,43.0956,2094.1565,2091.8774,-8.4475,-3.99,-4.4575,26.0373,34.5436,2090.7954,2132.7755,2055.5376,2094.1565,1.12E+12,8.02E+11,-24.0701,-83.0864,18.002,-110.3715,55,85
340,"2,081.34","2,069.52","2,083.74","2,044.02",2081.3401,2081.3401,4458660000,0.61%,46.4279,2094.2595,2090.8738,-8.1872,-2.9838,-5.2034,38.5519,53.0784,2089.5748,2132.7299,2055.7891,2094.2595,1.12E+12,8.06E+11,2.0601,-56.5288,18.8374,-97.9896,50,100
341,"2,046.68","2,077.66","2,077.66","2,044.66",2046.6801,2046.6801,3608780000,-1.67%,39.6877,2092.586,2086.6649,-10.6549,-4.3612,-6.2937,43.2984,42.2731,2085.0434,2135.9647,2049.2073,2092.586,1.12E+12,8.03E+11,-33.4698,-96.9015,19.631,-136.4747,45,95
342,"2,051.31","2,049.73","2,074.28","2,049.73",2051.3101,2051.3101,3446810000,0.23%,40.8943,2089.8915,2083.2978,-12.0975,-4.643,-7.4545,44.5817,38.3935,2081.1124,2136.3844,2043.3986,2089.8915,1.12E+12,8.06E+11,-53.8899,-91.5084,20.385,-111.5762,40,90
343,"2,076.62","2,052.74","2,081.31","2,052.74",2076.6201,2076.6201,3065070000,1.23%,46.9958,2088.2795,2082.6618,-11.0708,-2.8931,-8.1777,38.7022,35.4399,2079.8484,2134.2628,2042.2963,2088.2795,1.12E+12,8.09E+11,-32.24,-62.0267,20.825,-64.1836,35,85
344,"2,099.60","2,080.03","2,100.67","2,080.03",2099.6001,2099.6001,3096730000,1.11%,51.7557,2088.554,2084.275,-8.3072,-0.1035,-8.2036,46.6055,65.9832,2080.9266,2134.7383,2042.3697,2088.554,1.12E+12,8.12E+11,5.49,-35.2592,20.5565,15.6403,30,80
345,"2,108.95","2,099.72","2,111.98","2,098.18",2108.95,2108.95,3002120000,0.45%,53.5424,2089.78,2086.625,-5.3013,2.3218,-7.6232,64.4394,91.8951,2082.869,2136.7564,2042.8037,2089.78,1.12E+12,8.15E+11,24.52,-24.3682,19.9473,54.7868,25,75
346,"2,107.40","2,109.01","2,114.14","2,102.49",2107.3999,2107.3999,3261810000,-0.07%,53.1986,2090.3355,2088.6035,-3.0096,3.6908,-6.7005,84.0868,94.3821,2084.5471,2137.8661,2042.8049,2090.3355,1.12E+12,8.12E+11,11.1099,-26.1738,19.3025,55.5691,20,70
347,"2,124.29","2,110.55","2,124.42","2,110.55",2124.29,2124.29,3227080000,0.80%,56.4093,2091.528,2092.0022,0.1676,5.4944,-5.3268,93.7428,94.9512,2087.7809,2141.163,2041.893,2091.528,1.13E+12,8.15E+11,23.8501,-6.4998,18.3822,86.2525,15,65
348,"2,126.64","2,126.80","2,128.91","2,119.88",2126.6399,2126.6399,3362750000,0.11%,56.8429,2091.798,2095.3011,2.8424,6.5354,-3.693,94.7456,94.9035,2091.1249,2142.1304,2041.4656,2091.798,1.13E+12,8.19E+11,5.3999,-3.7626,17.5483,99.8088,10,60
349,"2,128.28","2,126.85","2,132.82","2,123.65",2128.28,2128.28,3245870000,0.08%,57.156,2092.7125,2098.4419,5.0364,6.9836,-1.9471,94.6258,94.0228,2094.5993,2144.9619,2040.4631,2092.7125,1.13E+12,8.22E+11,18.29,-5.1127,16.8695,103.9501,100,55
350,"2,119.21","2,127.55","2,128.49","2,115.40",2119.21,2119.21,3343690000,-0.43%,54.84,2092.5305,2100.4198,5.9745,6.3373,-0.3628,89.3506,79.1254,2097.1229,2144.3826,2040.6784,2092.5305,1.13E+12,8.19E+11,-3.6401,-15.3267,16.0811,82.8319,95,50
351,"2,114.15","2,118.21","2,118.51","2,110.00",2114.1499,2114.1499,3694070000,-0.24%,53.5654,2092.028,2101.7275,6.2377,5.2804,0.9573,75.5167,53.4019,2099.1819,2142.8268,2041.2292,2092.028,1.13E+12,8.15E+11,-10.05,-21.025,15.4928,65.4025,90,45
352,"2,102.15","2,114.16","2,116.87","2,098.63",2102.1499,2102.1499,3772810000,-0.57%,50.6278,2091.7065,2101.7677,5.4156,3.5666,1.849,53.4655,27.8691,2100.1459,2142.1624,2041.2506,2091.7065,1.12E+12,8.11E+11,-6.4302,-34.5385,15.2553,42.1777,85,40
353,"2,079.65","2,102.24","2,106.01","2,077.09",2079.6499,2079.6499,3870040000,-1.07%,45.6833,2090.5735,2099.6612,2.9149,0.8527,2.0622,30.7652,11.0247,2098.9976,2141.0438,2040.1032,2090.5735,1.12E+12,8.07E+11,-22.6602,-59.8763,15.5568,-11.3335,80,35
354,"2,067.64","2,078.19","2,078.19","2,063.52",2067.6399,2067.6399,3836750000,-0.58%,43.3068,2088.881,2096.6116,-0.0356,-1.6782,1.6426,15.3235,7.0766,2096.8135,2140.039,2037.7229,2088.881,1.12E+12,8.04E+11,-33.8501,-73.4011,16.1293,-61.1481,75,30
355,"2,093.25","2,070.75","2,095.60","2,069.09",2093.25,2093.25,4117740000,1.24%,49.2345,2090.6615,2096.2914,-0.3039,-1.5572,1.2533,13.2558,21.6663,2097.2296,2139.7846,2041.5384,2090.6615,1.12E+12,8.08E+11,35.6101,-44.5609,16.1057,-13.8775,70,25
356,"2,108.57","2,094.70","2,110.60","2,094.08",2108.5701,2108.5701,4038900000,0.73%,52.3704,2092.9345,2097.4608,0.7115,-0.4335,1.1449,25.6752,48.2826,2098.9352,2140.9422,2044.9267,2092.9345,1.13E+12,8.12E+11,45.46,-27.3085,15.6498,39.6579,65,20
357,"2,108.63","2,106.78","2,110.48","2,094.97",2108.6299,2108.6299,3579410000,0.00%,52.3825,2094.495,2098.5245,1.5037,0.287,1.2167,49.3521,78.1073,2100.43,2142.413,2046.577,2094.495,1.13E+12,8.15E+11,31.21,-27.2412,15.2167,36.3922,60,15
358,"2,103.84","2,111.60","2,114.24","2,102.07",2103.8401,2103.8401,3681340000,-0.23%,51.2853,2095.848,2099.0308,1.7251,0.4067,1.3184,70.9914,86.5843,2101.32,2143.2137,2048.4823,2095.848,1.13E+12,8.12E+11,27.0601,-32.6351,14.6962,38.8819,55,10
359,"2,098.04","2,104.49","2,105.70","2,087.31",2098.04,2098.04,3476770000,-0.28%,49.9517,2097.312,2098.9364,1.4163,0.0783,1.3379,81.5006,79.8101,2101.5287,2143.0192,2051.6048,2097.312,1.13E+12,8.08E+11,29.28,-39.1667,14.5717,1.3477,50,5
360,"2,093.32","2,097.68","2,102.51","2,088.60",2093.3201,2093.3201,3546710000,-0.22%,48.8632,2097.911,2098.4015,0.7816,-0.4451,1.2267,73.9017,55.3108,2101.1486,2143.076,2052.746,2097.911,1.12E+12,8.05E+11,11.98,-44.8049,14.4533,-12.3146,45,0
361,"2,099.84","2,095.27","2,112.66","2,095.27",2099.8401,2099.8401,3968680000,0.31%,50.4337,2100.569,2098.5385,0.7956,-0.3449,1.1405,59.8142,44.3217,2101.3323,2139.1364,2062.0016,2100.569,1.12E+12,8.09E+11,53.16,-39.6918,14.0273,10.9473,40,0
362,"2,083.56","2,100.75","2,103.32","2,075.53",2083.5601,2083.5601,4246570000,-0.78%,46.6667,2102.1815,2097.112,-0.5012,-1.3133,0.8121,43.1652,29.8632,2099.7124,2134.5792,2069.7838,2102.1815,1.12E+12,8.04E+11,32.25,-61.5134,14.1055,-74.5049,35,0
363,"2,077.57","2,082.61","2,082.61","2,067.91",2077.5701,2077.5701,3602320000,-0.29%,45.3547,2102.229,2095.2509,-1.9893,-2.2412,0.2518,34.6016,29.6198,2097.3684,2134.4791,2069.9788,2102.229,1.12E+12,8.01E+11,0.95,-79.7258,14.349,-139.8918,30,0
364,"2,104.18","2,080.98","2,105.35","2,080.98",2104.1799,2104.1799,3514460000,1.28%,51.7042,2102.458,2096.1013,-1.0099,-1.0094,-0.0005,33.5367,41.1271,2097.5542,2134.6953,2070.2207,2102.458,1.13E+12,8.04E+11,4.5798,-41.3277,13.9153,-29.036,25,50
365,"2,084.07","2,102.66","2,102.66","2,076.49",2084.0701,2084.0701,3708880000,-0.96%,47.3294,2101.214,2094.9554,-1.8352,-1.4677,-0.3674,38.9989,46.2498,2095.803,2134.2631,2068.1649,2101.214,1.12E+12,8.01E+11,-24.8799,-70.3463,13.6104,-70.3512,20,45
366,"2,086.05","2,081.10","2,089.06","2,052.09",2086.05,2086.05,4269130000,0.10%,47.7872,2100.1465,2094.1073,-2.3029,-1.5484,-0.7545,49.2284,60.3083,2094.3588,2133.7028,2066.5902,2100.1465,1.13E+12,8.05E+11,-21.3499,-57.9339,13.8506,-116.1818,15,100
367,"2,083.39","2,086.19","2,092.93","2,078.26",2083.3899,2083.3899,3221300000,-0.13%,47.2069,2098.1015,2093.0866,-2.8553,-1.6806,-1.1747,53.1463,52.8809,2092.763,2130.4877,2065.7152,2098.1015,1.13E+12,8.02E+11,-40.9001,-61.229,13.9672,-65.3596,10,95
368,"2,091.54","2,083.15","2,092.45","2,080.61",2091.54,2091.54,2795590000,0.39%,49.1967,2096.3465,2092.9393,-2.6055,-1.1446,-1.4608,59.5743,65.5337,2092.1381,2126.0496,2066.6434,2096.3465,1.13E+12,8.04E+11,-35.0999,-51.1335,14.0781,-42.6746,5,90
369,"2,102.44","2,089.70","2,102.87","2,079.30",2102.4399,2102.4399,2867690000,0.52%,51.7565,2095.0545,2093.8441,-1.5105,-0.0397,-1.4708,65.2483,77.3304,2092.7184,2121.1135,2068.9955,2095.0545,1.13E+12,8.07E+11,-25.8401,-34.097,13.8744,3.4536,0,85
370,"2,096.92","2,101.99","2,103.47","2,094.14",2096.9199,2096.9199,2949990000,-0.26%,50.4027,2093.94,2094.1371,-1.0757,0.316,-1.3918,76.563,86.825,2092.896,2117.5642,2070.3158,2093.94,1.13E+12,8.04E+11,-22.29,-32.5054,13.6632,34.9703,0,80
371,"2,079.61","2,095.69","2,096.17","2,070.53",2079.6101,2079.6101,3512920000,-0.83%,46.3967,2092.213,2092.7535,-2.1037,-0.5695,-1.5341,78.4929,71.3234,2091.5313,2114.6975,2069.7285,2092.213,1.13E+12,8.01E+11,-34.5398,-57.5177,13.9932,-69.9533,0,75
372,"2,035.73","2,076.61","2,076.61","2,035.73",2035.73,2035.73,3922470000,-2.11%,38.2784,2088.892,2087.3227,-6.3855,-3.8811,-2.5044,65.4736,38.2724,2086.152,2121.7516,2056.0324,2088.892,1.13E+12,7.97E+11,-66.4199,-100,14.9214,-259.0066,0,100
373,"1,970.89","2,034.08","2,034.08","1,970.89",1970.89,1970.89,5018240000,-3.19%,30.0892,2083.454,2076.2339,-14.8399,-9.8683,-4.9715,39.5948,9.1885,2074.9137,2144.5218,2022.3862,2083.454,1.12E+12,7.92E+11,-108.7599,-100,16.586,-386.1871,25,100
374,"1,893.21","1,965.15","1,965.15","1,867.01",1893.21,1893.21,6612690000,-3.94%,23.6962,2074.7325,2058.803,-27.4912,-18.0158,-9.4754,17.0514,3.6934,2056.7952,2177.7547,1971.7104,2074.7325,1.12E+12,7.85E+11,-174.4299,-89.4026,18.8959,-401.3968,20,100
375,"1,867.61","1,898.08","1,948.04","1,867.08",1867.61,1867.61,5183560000,-1.35%,22.0696,2063.4505,2040.5942,-39.1321,-23.7253,-15.4068,5.5542,3.7806,2037.0692,2199.8902,1927.0108,2063.4505,1.11E+12,7.80E+11,-225.64,-99.7573,21.0904,-272.3205,15,95
376,"1,940.51","1,872.75","1,943.09","1,872.75",1940.51,1940.51,5338250000,3.90%,35.3687,2055.0475,2031.0624,-41.9912,-21.2675,-20.7237,7.6478,15.4696,2025.3606,2199.7855,1910.3096,2055.0475,1.12E+12,7.85E+11,-168.0601,-70.2706,23.1751,-176.4389,10,90
377,"1,987.66","1,942.77","1,989.60","1,942.77",1987.66,1987.66,5006390000,2.43%,42.0962,2048.999,2026.9288,-39.9914,-15.4142,-24.5772,18.366,35.848,2018.9428,2194.3838,1903.6142,2048.999,1.12E+12,7.90E+11,-120.9698,-51.1993,24.1128,-90.7334,5,85
378,"1,988.87","1,986.06","1,993.48","1,975.19",1988.87,1988.87,3949080000,0.06%,42.2586,2043.2505,2023.3042,-37.8723,-10.6361,-27.2362,39.7322,67.879,2013.2162,2188.5989,1897.9022,2043.2505,1.12E+12,7.94E+11,-114.9701,-50.3928,24.9248,-65.7512,0,80
379,"1,972.18","1,986.73","1,986.73","1,965.98",1972.1801,1972.1801,3915100000,-0.84%,40.6055,2036.9575,2018.4352,-37.1119,-7.9005,-29.2113,62.5444,83.9063,2006.4476,2183.1682,1890.7468,2036.9575,1.12E+12,7.90E+11,-125.86,-57.187,25.7768,-68.0536,10,75
380,"1,913.85","1,970.09","1,970.09","1,903.07",1913.85,1913.85,4371850000,-2.96%,35.497,2027.984,2008.4747,-40.7463,-9.2279,-31.5183,74.3225,71.1822,1994.7231,2181.1219,1874.8461,2027.984,1.12E+12,7.86E+11,-179.4701,-80.9322,27.0586,-101.4869,5,70
381,"1,948.86","1,916.52","1,948.91","1,916.52",1948.86,1948.86,3742620000,1.83%,40.2465,2020.435,2002.7971,-40.3366,-7.0546,-33.282,70.3449,55.9463,1987.1874,2173.5452,1867.3248,2020.435,1.12E+12,7.90E+11,-150.9801,-65.6583,28.2763,-81.8799,0,65
382,"1,951.13","1,950.79","1,975.01","1,944.72",1951.13,1951.13,3520700000,0.12%,40.5453,2013.8135,1997.8764,-39.3748,-4.8743,-34.5005,57.6926,45.9493,1980.587,2166.8855,1860.7415,2013.8135,1.12E+12,7.93E+11,-132.4301,-64.7059,28.906,-57.0856,10,60
383,"1,921.22","1,947.76","1,947.76","1,911.21",1921.22,1921.22,3167090000,-1.53%,37.9157,2005.996,1990.5758,-40.5586,-4.8464,-35.7121,47.9096,41.8333,1971.7685,2161.2001,1850.7919,2005.996,1.12E+12,7.90E+11,-156.3501,-77.2552,29.7585,-78.6181,5,55
384,"1,969.41","1,927.30","1,970.42","1,927.30",1969.41,1969.41,3548650000,2.51%,44.0678,1999.2575,1988.56,-37.1796,-1.174,-36.0056,47.824,55.6895,1968.2841,2148.4097,1850.1053,1999.2575,1.12E+12,7.94E+11,-134.7699,-56.6946,30.1474,-45.8491,0,50
385,"1,942.04","1,971.45","1,988.63","1,937.88",1942.04,1942.04,3652120000,-1.39%,41.6031,1992.156,1984.1296,-36.2919,-0.229,-36.0629,49.589,51.2442,1962.8349,2137.9668,1846.3452,1992.156,1.12E+12,7.90E+11,-142.03,-68.2695,30.1969,-41.2506,25,45
386,"1,952.29","1,941.59","1,965.29","1,937.19",1952.29,1952.29,3626320000,0.53%,42.8629,1985.468,1981.0972,-34.3652,1.3582,-35.7234,56.2111,61.6996,1959.0381,2125.5983,1845.3377,1985.468,1.12E+12,7.94E+11,-133.76,-63.9347,30.2502,-42.275,20,40
387,"1,961.05","1,951.45","1,961.05","1,939.19",1961.05,1961.05,3218590000,0.45%,43.9506,1979.351,1979.188,-31.7652,3.1665,-34.9317,55.1212,52.4198,1956.7126,2112.3485,1846.3535,1979.351,1.12E+12,7.97E+11,-122.3398,-60.23,30.3009,-35.4122,15,35
388,"1,953.03","1,963.06","1,963.06","1,948.27",1953.03,1953.03,3000200000,-0.41%,43.1588,1972.4255,1976.6967,-30.006,3.9406,-33.9466,55.7499,53.1303,1954.2058,2095.3799,1849.4712,1972.4255,1.12E+12,7.94E+11,-138.51,-63.6217,30.3101,-29.3051,10,30
389,"1,978.09","1,955.10","1,983.19","1,954.30",1978.09,1978.09,3239860000,1.28%,46.3386,1966.208,1976.8294,-26.2866,6.128,-32.4146,55.8322,61.9465,1954.7453,2073.8593,1858.5567,1966.208,1.12E+12,7.97E+11,-124.35,-53.0238,29.9341,5.7453,5,25
390,"1,995.31","1,978.02","1,997.26","1,977.93",1995.3101,1995.3101,3630680000,0.87%,48.4255,1961.1275,1978.5895,-21.6993,8.5722,-30.2715,62.6053,72.7391,1957.5169,2051.89,1870.365,1961.1275,1.13E+12,8.01E+11,-101.6099,-44.0129,29.3217,57.2589,0,20
391,"1,990.20","1,995.33","2,020.86","1,986.73",1990.2,1990.2,4183790000,-0.26%,47.8443,1956.657,1979.6952,-18.2657,9.6047,-27.8704,71.4199,79.5742,1960.2857,2030.949,1882.365,1956.657,1.12E+12,7.97E+11,-89.4102,-41.2262,28.3375,101.4145,0,15
392,"1,958.03","1,989.66","1,989.66","1,953.45",1958.03,1958.03,6021240000,-1.62%,44.3193,1952.772,1977.6319,-17.9336,7.9494,-25.883,69.9553,57.5526,1960.4165,2017.6473,1887.8967,1952.772,1.12E+12,7.91E+11,-77.7,-45.5198,27.8189,36.8662,0,10
393,"1,966.97","1,960.84","1,979.64","1,955.80",1966.97,1966.97,3269350000,0.46%,45.494,1952.576,1976.6165,-16.7559,7.3017,-24.0576,56.3712,31.9868,1961.7687,2017.2545,1887.8975,1952.576,1.12E+12,7.94E+11,-3.92,-35.0276,27.3262,43.8636,0,5
394,"1,942.74","1,961.39","1,961.39","1,929.22",1942.74,1942.74,3808260000,-1.23%,42.9112,1955.0525,1973.3901,-17.5751,5.186,-22.7611,35.2082,16.0851,1960.8319,2013.9869,1896.1181,1955.0525,1.12E+12,7.90E+11,49.53,-50.7998,27.1674,-39.1945,85,0
395,"1,938.76","1,943.24","1,949.52","1,932.57",1938.76,1938.76,3190530000,-0.20%,42.4941,1958.61,1970.092,-18.3342,3.5415,-21.8757,21.0484,15.0734,1959.2802,2002.729,1914.491,1958.61,1.12E+12,7.87E+11,71.15,-55.4318,27.0166,-69.8004,80,0
396,"1,932.24","1,934.81","1,937.17","1,908.92",1932.24,1932.24,4091530000,-0.34%,41.7935,1958.1965,1966.4871,-19.24,2.1085,-21.3486,16.3913,18.0155,1956.7688,2003.1338,1913.2592,1958.1965,1.12E+12,7.83E+11,-8.27,-75.2356,27.1357,-129.9641,75,0
397,"1,931.34","1,935.93","1,952.89","1,921.50",1931.34,1931.34,3721870000,-0.05%,41.6936,1955.3805,1963.1397,-19.8023,1.237,-21.0393,18.918,23.6652,1954.211,1999.6329,1911.1281,1955.3805,1.12E+12,7.79E+11,-56.3201,-75.9997,26.9501,-85.8326,70,15
398,"1,881.77","1,929.18","1,929.18","1,879.21",1881.77,1881.77,4326660000,-2.57%,36.6199,1950.0255,1955.3902,-23.9715,-2.3457,-21.6258,20.9714,21.2334,1947.2005,2002.0155,1898.0355,1950.0255,1.12E+12,7.75E+11,-107.1,-98.1927,27.2166,-206.1915,65,100
399,"1,884.09","1,881.90","1,899.48","1,871.91",1884.09,1884.09,4132390000,0.12%,36.9976,1945.621,1948.5997,-26.7796,-4.1231,-22.6565,20.506,16.6194,1940.921,2003.9022,1887.3398,1945.621,1.11E+12,7.79E+11,-88.0901,-91.8228,27.5395,-203.0003,60,100
400,"1,920.03","1,887.14","1,920.53","1,887.14",1920.03,1920.03,4525070000,1.91%,42.5778,1945.93,1945.8788,-25.8076,-2.5209,-23.2867,21.2374,25.8593,1938.4837,2003.5964,1888.2636,1945.93,1.12E+12,7.83E+11,6.1801,-67.6938,27.4532,-115.0398,55,95
401,"1,923.82","1,919.65","1,927.21","1,900.70",1923.8199,1923.8199,3983600000,0.20%,43.1369,1944.678,1943.778,-24.4496,-0.9303,-23.5193,29.5557,46.1883,1936.378,2003.1177,1886.2383,1944.678,1.12E+12,7.87E+11,-25.04,-65.1494,27.2501,-82.5713,50,90
402,"1,951.36","1,921.77","1,951.36","1,893.70",1951.36,1951.36,4378570000,1.43%,47.078,1944.6895,1944.5001,-20.9101,2.0874,-22.9975,48.8519,74.5081,1937.0144,2003.1344,1886.2446,1944.6895,1.13E+12,7.92E+11,0.23,-46.66,26.6357,-34.8998,45,85
403,"1,987.05","1,954.33","1,989.17","1,954.33",1987.05,1987.05,4334490000,1.83%,51.6495,1947.981,1948.5524,-15.0516,6.3567,-21.4083,69.3759,87.4314,1941.0487,2008.1573,1887.8047,1947.981,1.13E+12,7.96E+11,65.8301,-22.6989,25.4705,86.8464,40,80
404,"1,979.92","1,986.63","1,991.62","1,971.99",1979.92,1979.92,4202400000,-0.36%,50.728,1948.5065,1951.5398,-10.8588,8.4396,-19.2984,85.868,95.6646,1944.0905,2009.5987,1887.4143,1948.5065,1.13E+12,7.92E+11,10.51,-27.4857,24.3282,91.1108,35,75
405,"1,995.83","1,982.34","1,999.31","1,976.44",1995.83,1995.83,4666470000,0.80%,52.7097,1951.196,1955.7579,-6.181,10.4939,-16.6749,92.5541,94.5662,1948.5975,2015.5611,1886.8309,1951.196,1.13E+12,7.96E+11,53.7899,-16.8043,23.1294,105.2989,30,70
406,"2,013.43","1,994.01","2,016.50","1,987.53",2013.4301,2013.4301,3939140000,0.88%,54.8255,1954.253,1961.2505,-1.0416,12.5066,-13.5483,94.8554,94.3355,1954.5246,2024.109,1884.397,1954.253,1.14E+12,8.00E+11,61.14,-4.9882,22.2038,125.7996,25,65
407,"2,014.89","2,013.73","2,020.13","2,007.61",2014.89,2014.89,3706900000,0.07%,55.0012,1956.945,1966.359,3.1133,13.3293,-10.2159,94.7718,95.4138,1960.2995,2031.6243,1882.2657,1956.945,1.14E+12,8.04E+11,53.84,-4.008,21.3764,126.0997,20,60
408,"2,017.46","2,015.65","2,018.66","2,010.55",2017.46,2017.46,2893250000,0.13%,55.3234,1960.1665,1971.2258,6.5381,13.4033,-6.8651,94.8042,94.6634,1966.0629,2039.3172,1881.0158,1960.1665,1.14E+12,8.07E+11,64.4299,-2.2827,20.5904,112.7615,15,55
409,"2,003.69","2,015.00","2,022.34","2,001.78",2003.6899,2003.6899,3401920000,-0.68%,53.1763,1961.4465,1974.3176,8.0484,11.9308,-3.8824,90.6766,81.9527,1970.2079,2042.5199,1880.3731,1961.4465,1.14E+12,8.04E+11,25.6,-12.3978,19.6941,92.1066,100,50
410,"1,994.24","2,003.66","2,009.56","1,990.73",1994.24,1994.24,3644590000,-0.47%,51.7262,1961.393,1976.215,8.3861,9.8148,-1.4287,78.1051,57.6992,1973.3311,2042.3783,1880.4077,1961.393,1.13E+12,8.00E+11,-1.0701,-18.6798,18.762,69.8249,95,45
411,"2,023.86","1,996.47","2,024.15","1,996.47",2023.86,2023.86,3746290000,1.49%,55.7111,1963.076,1980.7526,10.918,9.8774,1.0406,66.3036,59.2588,1979.2804,2047.7031,1878.4489,1963.076,1.14E+12,8.04E+11,33.66,-0.1905,18.0133,97.4145,100,40
412,"2,033.11","2,024.37","2,033.54","2,020.46",2033.11,2033.11,3595430000,0.46%,56.8812,1966.83,1985.739,13.5151,9.9796,3.5355,63.142,72.4679,1985.9503,2056.7257,1876.9343,1966.83,1.14E+12,8.07E+11,75.08,-0.2661,17.4533,109.3262,100,35
413,"2,033.66","2,031.73","2,034.45","2,022.31",2033.66,2033.66,3287320000,0.03%,56.9524,1970.1645,1990.3029,15.4398,9.5234,5.9164,76.8334,98.7736,1992.315,2064.6632,1875.6658,1970.1645,1.14E+12,8.11E+11,66.6901,-0.486,16.9362,98.8104,100,30
414,"2,030.77","2,033.13","2,039.12","2,026.61",2030.77,2030.77,3331500000,-0.14%,56.4371,1974.566,1994.1569,16.5412,8.4999,8.0413,88.1842,93.311,1998.087,2071.7087,1877.4233,1974.566,1.14E+12,8.07E+11,88.03,-4.9937,16.5237,92.4681,100,25
415,"2,018.94","2,033.47","2,037.97","2,017.22",2018.9399,2018.9399,3627790000,-0.58%,54.3193,1978.575,1996.5172,16.2719,6.5845,9.6875,89.9862,77.8741,2002.3131,2076.0932,1881.0568,1978.575,1.14E+12,8.04E+11,80.1799,-12.0687,15.9434,74.8954,95,20
416,"2,052.51","2,021.88","2,055.20","2,021.88",2052.51,2052.51,4430850000,1.66%,58.9235,1984.5885,2001.8499,18.5535,7.0928,11.4607,82.4335,76.1155,2009.3545,2084.7336,1884.4434,1984.5885,1.14E+12,8.08E+11,120.27,-1.4676,15.6906,96.3848,100,15
417,"2,075.15","2,058.19","2,079.74","2,058.19",2075.1499,2075.1499,4108460000,1.10%,61.6663,1991.779,2008.8308,21.9356,8.3799,13.5557,77.8032,79.4201,2017.9794,2096.1601,1887.3978,1991.779,1.15E+12,8.12E+11,143.8099,-2.2086,15.8337,129.3488,100,10
418,"2,071.18","2,075.08","2,075.14","2,066.53",2071.1799,2071.1799,3385800000,-0.19%,60.9155,2001.2495,2014.7688,24.0187,8.3705,15.6483,82.0545,90.628,2025.5414,2098.0853,1904.4137,2001.2495,1.15E+12,8.09E+11,189.4099,-4.1188,15.9697,125.2206,95,5
419,"2,065.89","2,068.75","2,070.37","2,058.84",2065.8899,2065.8899,4216880000,-0.26%,59.8927,2010.3395,2019.6375,24.9551,7.4455,17.5096,85.2175,85.6045,2031.6976,2094.8206,1925.8583,2010.3395,1.15E+12,8.05E+11,181.7999,-7.1911,15.9269,114.1917,90,0
420,"2,090.35","2,066.48","2,090.35","2,063.11",2090.3501,2090.3501,4698110000,1.18%,62.9227,2018.8555,2026.372,27.3556,7.8768,19.4788,88.0947,88.0517,2039.3177,2099.4542,1938.2568,2018.8555,1.15E+12,8.09E+11,170.3201,0,16.1982,141.5089,100,0
421,"2,089.41","2,088.35","2,092.52","2,082.63",2089.4099,2089.4099,4008940000,-0.04%,62.731,2027.135,2032.3756,28.8496,7.4966,21.353,87.7507,89.5958,2046.0372,2100.6958,1953.5742,2027.135,1.15E+12,8.05E+11,165.59,-1.5643,16.4887,143.9542,100,5
422,"2,079.36","2,090.00","2,094.32","2,079.34",2079.3601,2079.3601,4256200000,-0.48%,60.6513,2033.535,2036.8504,28.8896,6.0293,22.8603,86.8576,82.9254,2051.011,2101.6853,1965.3846,2033.535,1.15E+12,8.01E+11,128.0001,-10.6864,16.6847,123.7627,100,0
423,"2,104.05","2,080.76","2,106.20","2,080.76",2104.05,2104.05,3760020000,1.19%,63.7584,2039.385,2043.2503,30.5613,6.1608,24.4005,84.6445,81.4122,2057.7267,2110.5881,1968.1819,2039.385,1.15E+12,8.05E+11,117,-1.6019,17.0598,131.5709,100,0
424,"2,109.79","2,102.63","2,116.48","2,097.51",2109.79,2109.79,4272060000,0.27%,64.4455,2045.8785,2049.5874,31.9807,6.0641,25.9165,81.5304,80.2536,2064.4319,2117.8881,1973.8689,2045.8785,1.15E+12,8.09E+11,129.87,-4.7772,17.5735,135.3994,100,0
425,"2,102.31","2,110.60","2,114.59","2,096.98",2102.3101,2102.3101,4078870000,-0.35%,62.8121,2051.2025,2054.6086,32.1316,4.972,27.1595,81.0856,81.5909,2069.8064,2123.3685,1979.0365,2051.2025,1.15E+12,8.05E+11,106.4801,-10.9887,18.0472,112.9918,95,0
426,"2,099.93","2,101.68","2,108.78","2,090.41",2099.9299,2099.9299,4051890000,-0.11%,62.2833,2055.5275,2058.925,31.6937,3.6273,28.0664,76.6983,68.2502,2074.4471,2128.4839,1982.5711,2055.5275,1.15E+12,8.01E+11,86.4999,-13.1611,18.3163,92.37,90,0
427,"2,099.20","2,098.60","2,101.91","2,083.74",2099.2,2099.2,4369020000,-0.03%,62.1145,2059.743,2062.7607,30.9313,2.2919,28.6394,68.7148,56.3031,2078.6064,2132.5628,1986.9232,2059.743,1.15E+12,7.97E+11,84.3099,-13.7416,18.3897,75.3788,85,15
